Timestamp,P_PV_kW,P_Load_kW,TEMPERATURE,IRRADIATION,hour_norm
2025-09-17 19:00:00+02:00,0.0,0.29,26.0,256.0,0.792
2025-09-17 20:00:00+02:00,0.0,0.29,23.7,95.0,0.833
2025-09-17 21:00:00+02:00,0.0,0.29,22.1,4.0,0.875
2025-09-17 22:00:00+02:00,0.0,0.29,21.1,0.0,0.917
2025-09-17 23:00:00+02:00,0.0,0.29,19.7,0.0,0.958
2025-09-18 00:00:00+02:00,0.0,0.29,19.2,0.0,0.0
2025-09-18 01:00:00+02:00,0.0,0.29,18.8,0.0,0.042
2025-09-18 02:00:00+02:00,0.0,0.29,18.3,0.0,0.083
2025-09-18 03:00:00+02:00,0.0,0.29,17.6,0.0,0.125
2025-09-18 04:00:00+02:00,0.0,0.29,18.2,0.0,0.167
2025-09-18 05:00:00+02:00,0.0,0.29,17.7,0.0,0.208
2025-09-18 06:00:00+02:00,0.0,0.29,17.2,0.0,0.25
2025-09-18 07:00:00+02:00,0.0,0.29,16.7,0.0,0.292
2025-09-18 08:00:00+02:00,0.0,0.29,16.2,0.0,0.333
2025-09-18 09:00:00+02:00,0.0,0.29,16.9,40.0,0.375
2025-09-18 10:00:00+02:00,0.0,0.29,19.0,186.0,0.417
2025-09-18 11:00:00+02:00,0.0,0.29,21.8,356.0,0.458
2025-09-18 12:00:00+02:00,0.0,0.29,24.4,510.0,0.5
2025-09-18 13:00:00+02:00,0.0,0.29,26.2,626.0,0.542
2025-09-18 14:00:00+02:00,0.0,0.29,27.5,693.0,0.583
2025-09-18 15:00:00+02:00,0.0,0.29,28.4,705.0,0.625
2025-09-18 16:00:00+02:00,0.0,0.29,29.1,661.0,0.667
2025-09-18 17:00:00+02:00,0.0,0.29,29.2,564.0,0.708
2025-09-18 18:00:00+02:00,0.0,0.29,28.9,425.0,0.75
2025-09-18 19:00:00+02:00,0.0,0.29,27.7,258.0,0.792
2025-09-18 20:00:00+02:00,0.0,0.29,24.1,93.0,0.833
2025-09-18 21:00:00+02:00,0.0,0.29,21.8,4.0,0.875
2025-09-18 22:00:00+02:00,0.0,0.29,21.0,0.0,0.917
2025-09-18 23:00:00+02:00,0.0,0.29,20.1,0.0,0.958
2025-09-19 00:00:00+02:00,0.0,0.29,18.8,0.0,0.0
2025-09-19 01:00:00+02:00,0.0,0.29,17.9,0.0,0.042
2025-09-19 02:00:00+02:00,0.0,0.289,17.3,0.0,0.083
2025-09-19 03:00:00+02:00,0.0,0.289,17.2,0.0,0.125
2025-09-19 04:00:00+02:00,0.0,0.289,17.2,0.0,0.167
2025-09-19 05:00:00+02:00,0.0,0.289,16.9,0.0,0.208
2025-09-19 06:00:00+02:00,0.0,0.289,16.3,0.0,0.25
2025-09-19 07:00:00+02:00,0.0,0.289,15.8,0.0,0.292
2025-09-19 08:00:00+02:00,0.0,0.289,15.4,0.0,0.333
2025-09-19 09:00:00+02:00,0.0,0.289,16.3,40.0,0.375
2025-09-19 10:00:00+02:00,0.0,0.289,19.1,188.0,0.417
2025-09-19 11:00:00+02:00,0.0,0.289,22.1,361.0,0.458
2025-09-19 12:00:00+02:00,0.0,0.289,25.0,515.0,0.5
2025-09-19 13:00:00+02:00,0.0,0.289,27.5,630.0,0.542
2025-09-19 14:00:00+02:00,0.0,0.289,29.2,697.0,0.583
2025-09-19 15:00:00+02:00,0.0,0.289,30.3,708.0,0.625
2025-09-19 16:00:00+02:00,0.0,0.289,31.0,663.0,0.667
2025-09-19 17:00:00+02:00,0.0,0.289,30.9,564.0,0.708
2025-09-19 18:00:00+02:00,0.0,0.289,30.1,423.0,0.75
2025-09-19 19:00:00+02:00,0.0,0.289,28.1,255.0,0.792
2025-09-19 20:00:00+02:00,0.0,0.289,25.2,90.0,0.833
2025-09-19 21:00:00+02:00,0.0,0.289,22.7,3.0,0.875
2025-09-19 22:00:00+02:00,0.0,0.289,21.8,0.0,0.917
2025-09-19 23:00:00+02:00,0.0,0.289,20.9,0.0,0.958
2025-09-20 00:00:00+02:00,0.0,0.289,19.5,0.0,0.0
2025-09-20 01:00:00+02:00,0.0,0.289,18.7,0.0,0.042
2025-09-20 02:00:00+02:00,0.0,0.289,18.5,0.0,0.083
2025-09-20 03:00:00+02:00,0.0,0.289,18.4,0.0,0.125
2025-09-20 04:00:00+02:00,0.0,0.289,18.3,0.0,0.167
2025-09-20 05:00:00+02:00,0.0,0.289,17.9,0.0,0.208
2025-09-20 06:00:00+02:00,0.0,0.289,17.5,0.0,0.25
2025-09-20 07:00:00+02:00,0.0,0.289,17.1,0.0,0.292
2025-09-20 08:00:00+02:00,0.0,0.289,16.7,0.0,0.333
2025-09-20 09:00:00+02:00,0.0,0.289,17.3,33.0,0.375
2025-09-20 10:00:00+02:00,0.0,0.289,19.3,164.0,0.417
2025-09-20 11:00:00+02:00,0.0,0.289,22.1,337.0,0.458
2025-09-20 12:00:00+02:00,0.0,0.289,25.1,506.0,0.5
2025-09-20 13:00:00+02:00,0.0,0.289,27.4,624.0,0.542
2025-09-20 14:00:00+02:00,0.0,0.289,29.1,690.0,0.583
2025-09-20 15:00:00+02:00,0.0,0.289,30.0,701.0,0.625
2025-09-20 16:00:00+02:00,0.0,0.289,30.3,654.0,0.667
2025-09-20 17:00:00+02:00,0.0,0.289,29.1,555.0,0.708
2025-09-20 18:00:00+02:00,0.0,0.289,27.8,415.0,0.75
2025-09-20 19:00:00+02:00,0.0,0.289,26.5,247.0,0.792
2025-09-20 20:00:00+02:00,0.0,0.289,24.2,84.0,0.833
2025-09-20 21:00:00+02:00,0.0,0.289,22.4,2.0,0.875
2025-09-20 22:00:00+02:00,0.0,0.289,21.4,0.0,0.917
2025-09-20 23:00:00+02:00,0.0,0.289,20.1,0.0,0.958
2025-09-21 00:00:00+02:00,0.0,0.289,19.2,0.0,0.0
2025-09-21 01:00:00+02:00,0.0,0.288,18.4,0.0,0.042
2025-09-21 02:00:00+02:00,0.0,0.288,17.5,0.0,0.083
2025-09-21 03:00:00+02:00,0.0,0.288,17.2,0.0,0.125
2025-09-21 04:00:00+02:00,0.0,0.288,17.5,0.0,0.167
2025-09-21 05:00:00+02:00,0.0,0.288,17.1,0.0,0.208
2025-09-21 06:00:00+02:00,0.0,0.288,16.8,0.0,0.25
2025-09-21 07:00:00+02:00,0.0,0.288,16.5,0.0,0.292
2025-09-21 08:00:00+02:00,0.0,0.288,16.3,0.0,0.333
2025-09-21 09:00:00+02:00,0.0,0.288,17.0,35.0,0.375
2025-09-21 10:00:00+02:00,0.0,0.288,19.6,175.0,0.417
2025-09-21 11:00:00+02:00,0.0,0.288,22.4,350.0,0.458
2025-09-21 12:00:00+02:00,0.0,0.288,25.0,505.0,0.5
2025-09-21 13:00:00+02:00,0.0,0.288,26.8,622.0,0.542
2025-09-21 14:00:00+02:00,0.0,0.288,28.0,688.0,0.583
2025-09-21 15:00:00+02:00,0.0,0.288,28.5,697.0,0.625
2025-09-21 16:00:00+02:00,0.0,0.288,28.2,640.0,0.667
2025-09-21 17:00:00+02:00,0.0,0.288,27.5,550.0,0.708
2025-09-21 18:00:00+02:00,0.0,0.288,26.4,405.0,0.75
2025-09-21 19:00:00+02:00,0.0,0.288,25.1,240.0,0.792
2025-09-21 20:00:00+02:00,0.0,0.288,23.0,78.0,0.833
2025-09-21 21:00:00+02:00,0.0,0.288,21.9,2.0,0.875
2025-09-21 22:00:00+02:00,0.0,0.288,20.8,0.0,0.917
2025-09-21 23:00:00+02:00,0.0,0.288,20.7,0.0,0.958
2025-09-22 00:00:00+02:00,0.0,0.288,20.3,0.0,0.0
2025-09-22 01:00:00+02:00,0.0,0.288,20.3,0.0,0.042
2025-09-22 02:00:00+02:00,0.0,0.288,20.4,0.0,0.083
2025-09-22 03:00:00+02:00,0.0,0.288,20.5,0.0,0.125
2025-09-22 04:00:00+02:00,0.0,0.288,20.0,0.0,0.167
2025-09-22 05:00:00+02:00,0.0,0.288,19.3,0.0,0.208
2025-09-22 06:00:00+02:00,0.0,0.288,19.2,0.0,0.25
2025-09-22 07:00:00+02:00,0.0,0.288,19.1,0.0,0.292
2025-09-22 08:00:00+02:00,0.0,0.288,19.0,0.0,0.333
2025-09-22 09:00:00+02:00,0.0,0.288,19.2,7.0,0.375
2025-09-22 10:00:00+02:00,0.0,0.288,18.9,33.0,0.417
2025-09-22 11:00:00+02:00,0.0,0.288,19.4,80.0,0.458
2025-09-22 12:00:00+02:00,0.0,0.288,21.1,130.0,0.5
2025-09-22 13:00:00+02:00,0.0,0.288,23.8,383.0,0.542
2025-09-22 14:00:00+02:00,0.0,0.288,21.2,285.0,0.583
2025-09-22 15:00:00+02:00,0.0,0.288,23.9,460.0,0.625
2025-09-22 16:00:00+02:00,0.0,0.288,25.8,497.0,0.667
2025-09-22 17:00:00+02:00,0.0,0.288,25.5,474.0,0.708
2025-09-22 18:00:00+02:00,0.0,0.288,24.7,369.0,0.75
2025-09-22 19:00:00+02:00,0.0,0.288,24.1,207.0,0.792
2025-09-22 20:00:00+02:00,0.0,0.288,22.5,57.0,0.833
2025-09-22 21:00:00+02:00,0.0,0.288,21.5,1.0,0.875
2025-09-22 22:00:00+02:00,0.0,0.288,21.1,0.0,0.917
2025-09-22 23:00:00+02:00,0.0,0.288,20.6,0.0,0.958
2025-09-23 00:00:00+02:00,0.0,0.287,19.6,0.0,0.0
2025-09-23 01:00:00+02:00,0.0,0.287,19.3,0.0,0.042
2025-09-23 02:00:00+02:00,0.0,0.287,18.9,0.0,0.083
2025-09-23 03:00:00+02:00,0.0,0.287,18.5,0.0,0.125
2025-09-23 04:00:00+02:00,0.0,0.287,18.1,0.0,0.167
2025-09-23 05:00:00+02:00,0.0,0.287,17.8,0.0,0.208
2025-09-23 06:00:00+02:00,0.0,0.287,17.6,0.0,0.25
2025-09-23 07:00:00+02:00,0.0,0.287,17.5,0.0,0.292
2025-09-23 08:00:00+02:00,0.0,0.287,17.6,0.0,0.333
2025-09-23 09:00:00+02:00,0.0,0.287,17.6,16.0,0.375
2025-09-23 10:00:00+02:00,0.0,0.287,17.8,24.0,0.417
2025-09-23 11:00:00+02:00,0.0,0.287,18.9,117.0,0.458
2025-09-23 12:00:00+02:00,0.0,0.287,20.6,323.0,0.5
2025-09-23 13:00:00+02:00,0.0,0.287,21.9,399.0,0.542
2025-09-23 14:00:00+02:00,0.0,0.287,22.7,396.0,0.583
2025-09-23 15:00:00+02:00,0.0,0.287,23.7,471.0,0.625
2025-09-23 16:00:00+02:00,0.0,0.287,23.2,453.0,0.667
2025-09-23 17:00:00+02:00,0.0,0.287,22.9,226.0,0.708
2025-09-23 18:00:00+02:00,0.0,0.287,22.4,249.0,0.75
2025-09-23 19:00:00+02:00,0.0,0.287,21.4,130.0,0.792
2025-09-23 20:00:00+02:00,0.0,0.287,20.4,40.0,0.833
2025-09-23 21:00:00+02:00,0.0,0.287,19.1,1.0,0.875
2025-09-23 22:00:00+02:00,0.0,0.287,18.1,0.0,0.917
2025-09-23 23:00:00+02:00,0.0,0.287,17.4,0.0,0.958
2025-09-24 00:00:00+02:00,0.0,0.287,17.1,0.0,0.0
2025-09-24 01:00:00+02:00,0.0,0.287,16.3,0.0,0.042
2025-09-24 02:00:00+02:00,0.0,0.287,16.0,0.0,0.083
2025-09-24 03:00:00+02:00,0.0,0.287,15.7,0.0,0.125
2025-09-24 04:00:00+02:00,0.0,0.287,17.1,0.0,0.167
2025-09-24 05:00:00+02:00,0.0,0.287,17.1,0.0,0.208
2025-09-24 06:00:00+02:00,0.0,0.287,17.2,0.0,0.25
2025-09-24 07:00:00+02:00,0.0,0.287,16.1,0.0,0.292
2025-09-24 08:00:00+02:00,0.0,0.287,15.7,0.0,0.333
2025-09-24 09:00:00+02:00,0.0,0.287,16.4,28.0,0.375
2025-09-24 10:00:00+02:00,0.0,0.287,18.1,156.0,0.417
2025-09-24 11:00:00+02:00,0.0,0.287,20.2,317.0,0.458
2025-09-24 12:00:00+02:00,0.0,0.287,21.4,435.0,0.5
2025-09-24 13:00:00+02:00,0.0,0.287,21.5,547.0,0.542
2025-09-24 14:00:00+02:00,0.0,0.287,21.4,595.0,0.583
2025-09-24 15:00:00+02:00,0.0,0.287,21.5,626.0,0.625
2025-09-24 16:00:00+02:00,0.0,0.287,22.0,540.0,0.667
2025-09-24 17:00:00+02:00,0.0,0.287,21.4,498.0,0.708
2025-09-24 18:00:00+02:00,0.0,0.287,20.2,361.0,0.75
2025-09-24 19:00:00+02:00,0.0,0.287,18.9,188.0,0.792
2025-09-24 20:00:00+02:00,0.0,0.287,17.7,53.0,0.833
2025-09-24 21:00:00+02:00,0.0,0.287,17.1,0.0,0.875
2025-09-24 22:00:00+02:00,0.0,0.287,16.0,0.0,0.917
2025-09-24 23:00:00+02:00,0.0,0.286,15.0,0.0,0.958
2025-09-25 00:00:00+02:00,0.0,0.286,14.2,0.0,0.0
2025-09-25 01:00:00+02:00,0.0,0.286,13.3,0.0,0.042
2025-09-25 02:00:00+02:00,0.0,0.286,12.9,0.0,0.083
2025-09-25 03:00:00+02:00,0.0,0.286,12.8,0.0,0.125
2025-09-25 04:00:00+02:00,0.0,0.286,13.6,0.0,0.167
2025-09-25 05:00:00+02:00,0.0,0.286,13.5,0.0,0.208
2025-09-25 06:00:00+02:00,0.0,0.286,13.2,0.0,0.25
2025-09-25 07:00:00+02:00,0.0,0.286,12.6,0.0,0.292
2025-09-25 08:00:00+02:00,0.0,0.286,12.3,0.0,0.333
2025-09-25 09:00:00+02:00,0.0,0.286,12.9,26.0,0.375
2025-09-25 10:00:00+02:00,0.0,0.286,15.3,136.0,0.417
2025-09-25 11:00:00+02:00,0.0,0.286,17.7,260.0,0.458
2025-09-25 12:00:00+02:00,0.0,0.286,19.7,383.0,0.5
2025-09-25 13:00:00+02:00,0.0,0.286,20.6,505.0,0.542
2025-09-25 14:00:00+02:00,0.0,0.286,20.6,493.0,0.583
2025-09-25 15:00:00+02:00,0.0,0.286,19.8,528.0,0.625
2025-09-25 16:00:00+02:00,0.0,0.286,18.2,419.0,0.667
2025-09-25 17:00:00+02:00,0.0,0.286,18.0,387.0,0.708
2025-09-25 18:00:00+02:00,0.0,0.286,18.1,285.0,0.75
2025-09-25 19:00:00+02:00,0.0,0.286,17.4,137.0,0.792
2025-09-25 20:00:00+02:00,0.0,0.286,15.4,50.0,0.833
2025-09-25 21:00:00+02:00,0.0,0.286,14.7,0.0,0.875
2025-09-25 22:00:00+02:00,0.0,0.286,14.4,0.0,0.917
2025-09-25 23:00:00+02:00,0.0,0.286,13.7,0.0,0.958
2025-09-26 00:00:00+02:00,0.0,0.286,13.1,0.0,0.0
2025-09-26 01:00:00+02:00,0.0,0.286,12.8,0.0,0.042
2025-09-26 02:00:00+02:00,0.0,0.286,13.2,0.0,0.083
2025-09-26 03:00:00+02:00,0.0,0.286,13.1,0.0,0.125
2025-09-26 04:00:00+02:00,0.0,0.286,13.3,0.0,0.167
2025-09-26 05:00:00+02:00,0.0,0.286,13.2,0.0,0.208
2025-09-26 06:00:00+02:00,0.0,0.286,12.9,0.0,0.25
2025-09-26 07:00:00+02:00,0.0,0.286,12.8,0.0,0.292
2025-09-26 08:00:00+02:00,0.0,0.286,12.5,0.0,0.333
2025-09-26 09:00:00+02:00,0.0,0.286,13.0,20.0,0.375
2025-09-26 10:00:00+02:00,0.0,0.286,14.4,101.0,0.417
2025-09-26 11:00:00+02:00,0.0,0.286,15.3,185.0,0.458
2025-09-26 12:00:00+02:00,0.0,0.286,16.5,291.0,0.5
2025-09-26 13:00:00+02:00,0.0,0.286,17.0,314.0,0.542
2025-09-26 14:00:00+02:00,0.0,0.286,17.5,488.0,0.583
2025-09-26 15:00:00+02:00,0.0,0.286,18.0,242.0,0.625
2025-09-26 16:00:00+02:00,0.0,0.286,20.7,520.0,0.667
2025-09-26 17:00:00+02:00,0.0,0.286,20.1,431.0,0.708
2025-09-26 18:00:00+02:00,0.0,0.286,20.5,327.0,0.75
2025-09-26 19:00:00+02:00,0.0,0.286,19.8,196.0,0.792
2025-09-26 20:00:00+02:00,0.0,0.286,18.5,53.0,0.833
2025-09-26 21:00:00+02:00,0.0,0.286,17.4,0.0,0.875
2025-09-26 22:00:00+02:00,0.001,0.285,16.8,0.0,0.917
2025-09-26 23:00:00+02:00,0.001,0.285,15.2,0.0,0.958
2025-09-27 00:00:00+02:00,0.001,0.285,13.8,0.0,0.0
2025-09-27 01:00:00+02:00,0.001,0.285,12.9,0.0,0.042
2025-09-27 02:00:00+02:00,0.001,0.285,12.5,0.0,0.083
2025-09-27 03:00:00+02:00,0.001,0.285,12.3,0.0,0.125
2025-09-27 04:00:00+02:00,0.001,0.285,13.1,0.0,0.167
2025-09-27 05:00:00+02:00,0.001,0.285,12.8,0.0,0.208
2025-09-27 06:00:00+02:00,0.001,0.285,12.9,0.0,0.25
2025-09-27 07:00:00+02:00,0.001,0.285,12.4,0.0,0.292
2025-09-27 08:00:00+02:00,0.001,0.285,12.1,0.0,0.333
2025-09-27 09:00:00+02:00,0.001,0.285,12.4,22.0,0.375
2025-09-27 10:00:00+02:00,0.001,0.285,14.0,99.0,0.417
2025-09-27 11:00:00+02:00,0.001,0.285,16.8,247.0,0.458
2025-09-27 12:00:00+02:00,0.001,0.285,18.9,366.0,0.5
2025-09-27 13:00:00+02:00,0.001,0.285,20.6,508.0,0.542
2025-09-27 14:00:00+02:00,0.001,0.285,21.7,625.0,0.583
2025-09-27 15:00:00+02:00,0.001,0.285,22.2,654.0,0.625
2025-09-27 16:00:00+02:00,0.001,0.285,22.7,550.0,0.667
2025-09-27 17:00:00+02:00,0.001,0.285,21.5,441.0,0.708
2025-09-27 18:00:00+02:00,0.001,0.285,21.3,332.0,0.75
2025-09-27 19:00:00+02:00,0.001,0.285,20.4,197.0,0.792
2025-09-27 20:00:00+02:00,0.001,0.285,17.9,54.0,0.833
2025-09-27 21:00:00+02:00,0.001,0.285,16.7,0.0,0.875
2025-09-27 22:00:00+02:00,0.001,0.285,16.1,0.0,0.917
2025-09-27 23:00:00+02:00,0.001,0.285,15.8,0.0,0.958
2025-09-28 00:00:00+02:00,0.001,0.285,14.9,0.0,0.0
2025-09-28 01:00:00+02:00,0.001,0.285,14.3,0.0,0.042
2025-09-28 02:00:00+02:00,0.001,0.285,13.3,0.0,0.083
2025-09-28 03:00:00+02:00,0.001,0.285,12.3,0.0,0.125
2025-09-28 04:00:00+02:00,0.001,0.285,13.8,0.0,0.167
2025-09-28 05:00:00+02:00,0.001,0.285,12.8,0.0,0.208
2025-09-28 06:00:00+02:00,0.001,0.285,11.9,0.0,0.25
2025-09-28 07:00:00+02:00,0.001,0.285,11.9,0.0,0.292
2025-09-28 08:00:00+02:00,0.001,0.285,11.2,0.0,0.333
2025-09-28 09:00:00+02:00,0.001,0.285,11.8,25.0,0.375
2025-09-28 10:00:00+02:00,0.001,0.285,14.1,159.0,0.417
2025-09-28 11:00:00+02:00,0.001,0.285,16.3,331.0,0.458
2025-09-28 12:00:00+02:00,0.001,0.285,18.4,486.0,0.5
2025-09-28 13:00:00+02:00,0.001,0.285,20.2,602.0,0.542
2025-09-28 14:00:00+02:00,0.001,0.285,21.1,661.0,0.583
2025-09-28 15:00:00+02:00,0.001,0.285,21.7,653.0,0.625
2025-09-28 16:00:00+02:00,0.001,0.285,22.2,614.0,0.667
2025-09-28 17:00:00+02:00,0.001,0.285,21.9,516.0,0.708
2025-09-28 18:00:00+02:00,0.001,0.285,21.3,363.0,0.75
2025-09-28 19:00:00+02:00,0.001,0.285,20.0,192.0,0.792
2025-09-28 20:00:00+02:00,0.001,0.285,17.3,52.0,0.833
2025-09-28 21:00:00+02:00,0.001,0.284,15.9,0.0,0.875
2025-09-28 22:00:00+02:00,0.001,0.284,14.9,0.0,0.917
2025-09-28 23:00:00+02:00,0.001,0.284,14.0,0.0,0.958
2025-09-29 00:00:00+02:00,0.001,0.284,13.4,0.0,0.0
2025-09-29 01:00:00+02:00,0.001,0.284,12.7,0.0,0.042
2025-09-29 02:00:00+02:00,0.001,0.284,12.3,0.0,0.083
2025-09-29 03:00:00+02:00,0.001,0.284,11.8,0.0,0.125
2025-09-29 04:00:00+02:00,0.001,0.284,12.0,0.0,0.167
2025-09-29 05:00:00+02:00,0.001,0.284,11.3,0.0,0.208
2025-09-29 06:00:00+02:00,0.001,0.284,10.7,0.0,0.25
2025-09-29 07:00:00+02:00,0.001,0.284,10.3,0.0,0.292
2025-09-29 08:00:00+02:00,0.001,0.284,10.0,0.0,0.333
2025-09-29 09:00:00+02:00,0.001,0.284,10.7,23.0,0.375
2025-09-29 10:00:00+02:00,0.001,0.284,13.5,157.0,0.417
2025-09-29 11:00:00+02:00,0.001,0.284,17.0,327.0,0.458
2025-09-29 12:00:00+02:00,0.001,0.284,19.7,479.0,0.5
2025-09-29 13:00:00+02:00,0.001,0.284,21.5,593.0,0.542
2025-09-29 14:00:00+02:00,0.001,0.284,22.5,661.0,0.583
2025-09-29 15:00:00+02:00,0.001,0.284,23.0,665.0,0.625
2025-09-29 16:00:00+02:00,0.001,0.284,23.2,596.0,0.667
2025-09-29 17:00:00+02:00,0.001,0.284,22.5,495.0,0.708
2025-09-29 18:00:00+02:00,0.001,0.284,21.3,342.0,0.75
2025-09-29 19:00:00+02:00,0.001,0.284,20.3,186.0,0.792
2025-09-29 20:00:00+02:00,0.001,0.284,17.9,48.0,0.833
2025-09-29 21:00:00+02:00,0.001,0.284,16.7,0.0,0.875
2025-09-29 22:00:00+02:00,0.001,0.284,16.3,0.0,0.917
2025-09-29 23:00:00+02:00,0.001,0.284,15.6,0.0,0.958
2025-09-30 00:00:00+02:00,0.001,0.284,14.4,0.0,0.0
2025-09-30 01:00:00+02:00,0.001,0.284,13.1,0.0,0.042
2025-09-30 02:00:00+02:00,0.001,0.284,12.3,0.0,0.083
2025-09-30 03:00:00+02:00,0.001,0.284,11.9,0.0,0.125
2025-09-30 04:00:00+02:00,0.001,0.284,11.6,0.0,0.167
2025-09-30 05:00:00+02:00,0.001,0.284,11.5,0.0,0.208
2025-09-30 06:00:00+02:00,0.001,0.284,11.4,0.0,0.25
2025-09-30 07:00:00+02:00,0.001,0.284,11.3,0.0,0.292
2025-09-30 08:00:00+02:00,0.001,0.284,11.2,0.0,0.333
2025-09-30 09:00:00+02:00,0.001,0.284,11.6,22.0,0.375
2025-09-30 10:00:00+02:00,0.001,0.284,14.2,153.0,0.417
2025-09-30 11:00:00+02:00,0.001,0.284,17.3,322.0,0.458
2025-09-30 12:00:00+02:00,0.001,0.284,19.8,475.0,0.5
2025-09-30 13:00:00+02:00,0.001,0.284,21.6,589.0,0.542
2025-09-30 14:00:00+02:00,0.001,0.284,23.0,654.0,0.583
2025-09-30 15:00:00+02:00,0.001,0.284,23.6,656.0,0.625
2025-09-30 16:00:00+02:00,0.001,0.284,23.5,586.0,0.667
2025-09-30 17:00:00+02:00,0.001,0.284,23.0,472.0,0.708
2025-09-30 18:00:00+02:00,0.001,0.284,22.1,314.0,0.75
2025-09-30 19:00:00+02:00,0.001,0.284,20.7,163.0,0.792
2025-09-30 20:00:00+02:00,0.001,0.283,18.2,38.0,0.833
2025-09-30 21:00:00+02:00,0.001,0.283,16.7,0.0,0.875
2025-09-30 22:00:00+02:00,0.001,0.283,15.6,0.0,0.917
2025-09-30 23:00:00+02:00,0.001,0.283,14.8,0.0,0.958
2025-10-01 00:00:00+02:00,0.001,0.283,14.0,0.0,0.0
2025-10-01 01:00:00+02:00,0.001,0.283,12.9,0.0,0.042
2025-10-01 02:00:00+02:00,0.001,0.283,12.1,0.0,0.083
2025-10-01 03:00:00+02:00,0.001,0.283,12.9,0.0,0.125
2025-10-01 04:00:00+02:00,0.001,0.283,13.2,0.0,0.167
2025-10-01 05:00:00+02:00,0.0,0.26,12.9,0.0,0.208
2025-10-01 06:00:00+02:00,0.001,0.27,12.6,0.0,0.25
2025-10-01 07:00:00+02:00,0.0,0.288,12.4,0.0,0.292
2025-10-01 08:00:00+02:00,0.001,0.3,12.6,0.0,0.333
2025-10-01 09:00:00+02:00,0.072,0.354,13.7,19.0,0.375
2025-10-01 10:00:00+02:00,0.523,0.431,15.6,130.0,0.417
2025-10-01 11:00:00+02:00,2.264,0.907,17.7,224.0,0.458
2025-10-01 12:00:00+02:00,3.775,0.387,19.8,397.0,0.5
2025-10-01 13:00:00+02:00,4.065,0.359,20.1,534.0,0.542
2025-10-01 14:00:00+02:00,4.04,0.363,20.0,636.0,0.583
2025-10-01 15:00:00+02:00,3.968,1.06,20.7,613.0,0.625
2025-10-01 16:00:00+02:00,1.733,0.614,20.3,590.0,0.667
2025-10-01 17:00:00+02:00,1.318,1.238,19.5,471.0,0.708
2025-10-01 18:00:00+02:00,1.268,0.866,18.9,350.0,0.75
2025-10-01 19:00:00+02:00,0.468,0.285,17.8,189.0,0.792
2025-10-01 20:00:00+02:00,0.1,0.474,16.3,43.0,0.833
2025-10-01 21:00:00+02:00,0.002,0.723,16.1,0.0,0.875
2025-10-01 22:00:00+02:00,0.0,1.226,15.1,0.0,0.917
2025-10-01 23:00:00+02:00,0.0,0.663,13.1,0.0,0.958
2025-10-02 00:00:00+02:00,0.0,0.736,13.1,0.0,0.0
2025-10-02 01:00:00+02:00,0.0,0.57,13.9,0.0,0.042
2025-10-02 02:00:00+02:00,0.0,0.361,13.1,0.0,0.083
2025-10-02 03:00:00+02:00,0.0,0.372,10.7,0.0,0.125
2025-10-02 04:00:00+02:00,0.0,0.375,10.7,0.0,0.167
2025-10-02 05:00:00+02:00,0.0,0.267,10.1,0.0,0.208
2025-10-02 06:00:00+02:00,0.0,0.265,9.3,0.0,0.25
2025-10-02 07:00:00+02:00,0.0,0.279,8.3,0.0,0.292
2025-10-02 08:00:00+02:00,0.0,0.314,7.6,0.0,0.333
2025-10-02 09:00:00+02:00,0.34,0.361,8.5,20.0,0.375
2025-10-02 10:00:00+02:00,1.868,0.309,12.7,152.0,0.417
2025-10-02 11:00:00+02:00,3.097,0.349,15.7,323.0,0.458
2025-10-02 12:00:00+02:00,3.841,0.322,16.7,464.0,0.5
2025-10-02 13:00:00+02:00,4.355,0.389,17.6,585.0,0.542
2025-10-02 14:00:00+02:00,4.398,0.388,18.7,627.0,0.583
2025-10-02 15:00:00+02:00,4.046,0.368,19.1,646.0,0.625
2025-10-02 16:00:00+02:00,3.395,0.598,19.1,543.0,0.667
2025-10-02 17:00:00+02:00,2.359,0.888,18.5,465.0,0.708
2025-10-02 18:00:00+02:00,1.075,0.423,18.0,353.0,0.75
2025-10-02 19:00:00+02:00,0.279,0.409,16.5,192.0,0.792
2025-10-02 20:00:00+02:00,0.099,0.492,13.4,42.0,0.833
2025-10-02 21:00:00+02:00,0.003,0.711,12.4,0.0,0.875
2025-10-02 22:00:00+02:00,0.0,0.714,12.8,0.0,0.917
2025-10-02 23:00:00+02:00,0.0,0.781,12.3,0.0,0.958
2025-10-03 00:00:00+02:00,0.0,0.838,11.3,0.0,0.0
2025-10-03 01:00:00+02:00,0.0,0.795,9.5,0.0,0.042
2025-10-03 02:00:00+02:00,0.0,0.315,8.2,0.0,0.083
2025-10-03 03:00:00+02:00,0.0,0.327,7.8,0.0,0.125
2025-10-03 04:00:00+02:00,0.0,0.307,8.3,0.0,0.167
2025-10-03 05:00:00+02:00,0.0,0.271,8.6,0.0,0.208
2025-10-03 06:00:00+02:00,0.0,0.275,8.2,0.0,0.25
2025-10-03 07:00:00+02:00,0.0,0.283,8.1,0.0,0.292
2025-10-03 08:00:00+02:00,0.0,0.321,7.8,0.0,0.333
2025-10-03 09:00:00+02:00,0.307,0.46,8.3,18.0,0.375
2025-10-03 10:00:00+02:00,1.765,0.337,11.0,148.0,0.417
2025-10-03 11:00:00+02:00,3.028,0.862,13.9,318.0,0.458
