Timestamp,P_PV_kW,P_Load_kW,TEMPERATURE,IRRADIATION,hour_norm
2025-07-01 03:00:00+02:00,0.0,1.338,24.3,0.0,0.125
2025-07-01 04:00:00+02:00,0.0,1.305,23.5,0.0,0.167
2025-07-01 05:00:00+02:00,0.0,1.146,22.9,0.0,0.208
2025-07-01 06:00:00+02:00,0.0,1.018,22.4,0.0,0.25
2025-07-01 07:00:00+02:00,0.003,1.002,21.9,2.0,0.292
2025-07-01 08:00:00+02:00,0.465,0.99,23.2,65.0,0.333
2025-07-01 09:00:00+02:00,1.715,0.839,25.4,208.0,0.375
2025-07-01 10:00:00+02:00,2.77,0.795,27.9,379.0,0.417
2025-07-01 11:00:00+02:00,3.529,0.842,30.6,548.0,0.458
2025-07-01 12:00:00+02:00,4.188,0.378,33.0,697.0,0.5
2025-07-01 13:00:00+02:00,4.487,0.369,34.8,810.0,0.542
2025-07-01 14:00:00+02:00,4.516,0.473,36.3,880.0,0.583
2025-07-01 15:00:00+02:00,4.309,0.546,36.5,892.0,0.625
2025-07-01 16:00:00+02:00,3.896,1.732,36.7,850.0,0.667
2025-07-01 17:00:00+02:00,3.344,1.592,35.5,767.0,0.708
2025-07-01 18:00:00+02:00,2.457,1.668,34.8,634.0,0.75
2025-07-01 19:00:00+02:00,1.321,1.468,33.5,480.0,0.792
2025-07-01 20:00:00+02:00,0.552,1.322,32.8,325.0,0.833
2025-07-01 21:00:00+02:00,0.227,1.282,31.0,161.0,0.875
2025-07-01 22:00:00+02:00,0.089,0.539,29.2,36.0,0.917
2025-07-01 23:00:00+02:00,0.003,0.339,28.1,0.0,0.958
2025-07-02 00:00:00+02:00,0.001,0.388,27.0,0.0,0.0
2025-07-02 01:00:00+02:00,0.001,1.78,26.7,0.0,0.042
2025-07-02 02:00:00+02:00,0.001,1.306,26.6,0.0,0.083
2025-07-02 03:00:00+02:00,0.0,1.362,26.0,0.0,0.125
2025-07-02 04:00:00+02:00,0.0,1.337,25.7,0.0,0.167
2025-07-02 05:00:00+02:00,0.0,1.066,25.3,0.0,0.208
2025-07-02 06:00:00+02:00,0.0,1.002,24.5,0.0,0.25
2025-07-02 07:00:00+02:00,0.004,0.956,23.8,1.0,0.292
2025-07-02 08:00:00+02:00,0.415,0.893,24.5,63.0,0.333
2025-07-02 09:00:00+02:00,1.641,1.021,26.4,204.0,0.375
2025-07-02 10:00:00+02:00,2.709,1.072,29.0,373.0,0.417
2025-07-02 11:00:00+02:00,3.533,1.061,31.4,540.0,0.458
2025-07-02 12:00:00+02:00,4.191,1.325,33.2,688.0,0.5
2025-07-02 13:00:00+02:00,4.49,1.372,34.8,801.0,0.542
2025-07-02 14:00:00+02:00,4.528,1.276,36.0,871.0,0.583
2025-07-02 15:00:00+02:00,4.295,1.224,36.6,884.0,0.625
2025-07-02 16:00:00+02:00,3.538,1.376,34.3,669.0,0.667
2025-07-02 17:00:00+02:00,3.254,1.851,33.2,547.0,0.708
2025-07-02 18:00:00+02:00,1.219,1.863,33.3,566.0,0.75
2025-07-02 19:00:00+02:00,1.508,1.525,33.2,482.0,0.792
2025-07-02 20:00:00+02:00,1.145,1.83,32.7,317.0,0.833
2025-07-02 21:00:00+02:00,0.588,1.453,31.7,160.0,0.875
2025-07-02 22:00:00+02:00,0.179,1.104,30.6,36.0,0.917
2025-07-02 23:00:00+02:00,0.005,1.242,29.7,0.0,0.958
2025-07-03 00:00:00+02:00,0.001,1.993,28.8,0.0,0.0
2025-07-03 01:00:00+02:00,0.001,1.638,27.7,0.0,0.042
2025-07-03 02:00:00+02:00,0.001,1.642,27.0,0.0,0.083
2025-07-03 03:00:00+02:00,0.0,1.37,26.2,0.0,0.125
2025-07-03 04:00:00+02:00,0.0,1.324,23.7,0.0,0.167
2025-07-03 05:00:00+02:00,0.0,1.156,23.3,0.0,0.208
2025-07-03 06:00:00+02:00,0.0,0.99,22.6,0.0,0.25
2025-07-03 07:00:00+02:00,0.003,0.471,22.2,1.0,0.292
2025-07-03 08:00:00+02:00,0.47,0.336,23.1,62.0,0.333
2025-07-03 09:00:00+02:00,1.687,0.511,25.1,202.0,0.375
2025-07-03 10:00:00+02:00,2.707,0.522,27.6,371.0,0.417
2025-07-03 11:00:00+02:00,3.52,1.001,30.0,538.0,0.458
2025-07-03 12:00:00+02:00,4.131,1.025,32.1,686.0,0.5
2025-07-03 13:00:00+02:00,4.36,1.01,33.5,799.0,0.542
2025-07-03 14:00:00+02:00,4.431,1.308,34.1,867.0,0.583
2025-07-03 15:00:00+02:00,4.276,1.571,34.0,883.0,0.625
2025-07-03 16:00:00+02:00,3.931,1.638,34.9,839.0,0.667
2025-07-03 17:00:00+02:00,3.384,1.695,34.2,737.0,0.708
2025-07-03 18:00:00+02:00,2.544,1.619,33.5,631.0,0.75
2025-07-03 19:00:00+02:00,1.406,1.635,32.6,479.0,0.792
2025-07-03 20:00:00+02:00,0.607,1.626,31.3,319.0,0.833
2025-07-03 21:00:00+02:00,0.243,1.49,30.0,161.0,0.875
2025-07-03 22:00:00+02:00,0.093,1.308,28.5,37.0,0.917
2025-07-03 23:00:00+02:00,0.005,1.808,27.1,0.0,0.958
2025-07-04 00:00:00+02:00,0.002,1.866,26.1,0.0,0.0
2025-07-04 01:00:00+02:00,0.001,1.21,25.3,0.0,0.042
2025-07-04 02:00:00+02:00,0.001,1.108,24.7,0.0,0.083
2025-07-04 03:00:00+02:00,0.0,1.173,24.1,0.0,0.125
2025-07-04 04:00:00+02:00,0.0,1.238,23.7,0.0,0.167
2025-07-04 05:00:00+02:00,0.0,1.125,22.7,0.0,0.208
2025-07-04 06:00:00+02:00,0.0,1.029,21.9,0.0,0.25
2025-07-04 07:00:00+02:00,0.004,0.865,21.4,1.0,0.292
2025-07-04 08:00:00+02:00,0.455,0.342,22.6,60.0,0.333
2025-07-04 09:00:00+02:00,1.727,0.407,25.3,201.0,0.375
2025-07-04 10:00:00+02:00,2.796,0.322,27.7,371.0,0.417
2025-07-04 11:00:00+02:00,3.564,0.552,30.0,541.0,0.458
2025-07-04 12:00:00+02:00,4.107,1.364,31.9,689.0,0.5
2025-07-04 13:00:00+02:00,4.411,1.059,32.9,804.0,0.542
2025-07-04 14:00:00+02:00,4.457,1.142,33.2,867.0,0.583
2025-07-04 15:00:00+02:00,4.372,1.152,33.4,878.0,0.625
2025-07-04 16:00:00+02:00,3.935,1.091,34.1,782.0,0.667
2025-07-04 17:00:00+02:00,3.346,1.051,33.9,754.0,0.708
2025-07-04 18:00:00+02:00,2.473,1.162,33.2,642.0,0.75
2025-07-04 19:00:00+02:00,1.326,0.898,32.2,492.0,0.792
2025-07-04 20:00:00+02:00,0.541,0.391,31.0,324.0,0.833
2025-07-04 21:00:00+02:00,0.22,0.83,29.6,162.0,0.875
2025-07-04 22:00:00+02:00,0.084,1.468,28.1,36.0,0.917
2025-07-04 23:00:00+02:00,0.001,1.123,27.0,0.0,0.958
2025-07-05 00:00:00+02:00,0.0,0.392,26.0,0.0,0.0
2025-07-05 01:00:00+02:00,0.0,0.49,25.2,0.0,0.042
2025-07-05 02:00:00+02:00,0.001,1.035,24.6,0.0,0.083
2025-07-05 03:00:00+02:00,0.001,1.215,24.0,0.0,0.125
2025-07-05 04:00:00+02:00,0.001,1.175,23.4,0.0,0.167
2025-07-05 05:00:00+02:00,0.0,0.949,22.9,0.0,0.208
2025-07-05 06:00:00+02:00,0.0,0.935,22.2,0.0,0.25
2025-07-05 07:00:00+02:00,0.003,0.753,21.9,1.0,0.292
2025-07-05 08:00:00+02:00,0.42,0.768,22.5,53.0,0.333
2025-07-05 09:00:00+02:00,1.647,0.788,24.9,181.0,0.375
2025-07-05 10:00:00+02:00,2.676,0.613,27.4,362.0,0.417
2025-07-05 11:00:00+02:00,3.492,0.35,29.6,533.0,0.458
2025-07-05 12:00:00+02:00,4.081,0.522,31.1,681.0,0.5
2025-07-05 13:00:00+02:00,4.257,1.009,31.9,795.0,0.542
2025-07-05 14:00:00+02:00,4.442,1.094,32.3,866.0,0.583
2025-07-05 15:00:00+02:00,4.332,1.052,32.4,885.0,0.625
2025-07-05 16:00:00+02:00,3.949,1.159,34.2,825.0,0.667
2025-07-05 17:00:00+02:00,3.343,1.088,33.2,650.0,0.708
2025-07-05 18:00:00+02:00,2.431,1.046,32.1,586.0,0.75
2025-07-05 19:00:00+02:00,1.225,1.147,31.3,485.0,0.792
2025-07-05 20:00:00+02:00,0.627,1.126,30.4,324.0,0.833
2025-07-05 21:00:00+02:00,0.321,1.111,29.2,161.0,0.875
2025-07-05 22:00:00+02:00,0.143,1.085,27.9,35.0,0.917
2025-07-05 23:00:00+02:00,0.003,0.967,26.8,0.0,0.958
2025-07-06 00:00:00+02:00,0.001,1.099,26.0,0.0,0.0
2025-07-06 01:00:00+02:00,0.001,1.242,25.6,0.0,0.042
2025-07-06 02:00:00+02:00,0.001,0.986,24.7,0.0,0.083
2025-07-06 03:00:00+02:00,0.0,0.862,24.1,0.0,0.125
2025-07-06 04:00:00+02:00,0.0,0.816,22.6,0.0,0.167
2025-07-06 05:00:00+02:00,0.0,0.726,22.2,0.0,0.208
2025-07-06 06:00:00+02:00,0.0,0.629,21.9,0.0,0.25
2025-07-06 07:00:00+02:00,0.004,0.721,21.7,1.0,0.292
2025-07-06 08:00:00+02:00,0.343,0.73,22.9,56.0,0.333
2025-07-06 09:00:00+02:00,1.449,0.778,25.3,188.0,0.375
2025-07-06 10:00:00+02:00,2.306,0.652,23.3,300.0,0.417
2025-07-06 11:00:00+02:00,1.451,0.694,22.7,240.0,0.458
2025-07-06 12:00:00+02:00,0.354,1.323,25.4,487.0,0.5
2025-07-06 13:00:00+02:00,0.208,0.978,27.9,731.0,0.542
2025-07-06 14:00:00+02:00,0.774,1.178,28.4,577.0,0.583
2025-07-06 15:00:00+02:00,4.813,1.917,27.9,382.0,0.625
2025-07-06 16:00:00+02:00,3.49,1.486,22.7,363.0,0.667
2025-07-06 17:00:00+02:00,1.12,1.331,23.5,134.0,0.708
2025-07-06 18:00:00+02:00,1.425,2.41,26.0,429.0,0.75
2025-07-06 19:00:00+02:00,1.101,1.292,26.7,374.0,0.792
2025-07-06 20:00:00+02:00,0.709,1.113,26.5,312.0,0.833
2025-07-06 21:00:00+02:00,0.267,1.135,24.8,163.0,0.875
2025-07-06 22:00:00+02:00,0.063,1.266,20.0,22.0,0.917
2025-07-06 23:00:00+02:00,0.001,1.248,20.6,0.0,0.958
2025-07-07 00:00:00+02:00,0.0,1.322,21.2,0.0,0.0
2025-07-07 01:00:00+02:00,0.0,1.438,21.5,0.0,0.042
2025-07-07 02:00:00+02:00,0.0,1.328,22.0,0.0,0.083
2025-07-07 03:00:00+02:00,0.0,1.211,23.7,0.0,0.125
2025-07-07 04:00:00+02:00,0.0,1.288,26.2,0.0,0.167
2025-07-07 05:00:00+02:00,0.0,0.845,24.5,0.0,0.208
2025-07-07 06:00:00+02:00,0.0,0.458,23.7,0.0,0.25
2025-07-07 07:00:00+02:00,0.003,0.379,24.6,1.0,0.292
2025-07-07 08:00:00+02:00,0.024,0.355,23.3,39.0,0.333
2025-07-07 09:00:00+02:00,0.492,0.469,22.6,128.0,0.375
2025-07-07 10:00:00+02:00,1.993,0.32,22.4,268.0,0.417
2025-07-07 11:00:00+02:00,2.644,0.238,24.0,460.0,0.458
2025-07-07 12:00:00+02:00,3.385,0.558,25.9,593.0,0.5
2025-07-07 13:00:00+02:00,3.678,0.92,26.6,718.0,0.542
2025-07-07 14:00:00+02:00,4.213,0.479,26.9,728.0,0.583
2025-07-07 15:00:00+02:00,4.313,0.988,26.9,745.0,0.625
2025-07-07 16:00:00+02:00,4.15,0.683,27.4,867.0,0.667
2025-07-07 17:00:00+02:00,3.441,1.371,27.1,752.0,0.708
2025-07-07 18:00:00+02:00,1.914,1.217,26.6,565.0,0.75
2025-07-07 19:00:00+02:00,1.693,1.646,26.0,298.0,0.792
2025-07-07 20:00:00+02:00,0.688,1.428,25.5,248.0,0.833
2025-07-07 21:00:00+02:00,0.27,1.806,25.0,138.0,0.875
2025-07-07 22:00:00+02:00,0.09,1.456,24.8,31.0,0.917
2025-07-07 23:00:00+02:00,0.002,1.046,24.5,0.0,0.958
2025-07-08 00:00:00+02:00,0.0,1.69,24.5,0.0,0.0
2025-07-08 01:00:00+02:00,0.0,1.61,24.8,0.0,0.042
2025-07-08 02:00:00+02:00,0.0,0.917,25.2,0.0,0.083
2025-07-08 03:00:00+02:00,0.0,0.966,24.2,0.0,0.125
2025-07-08 04:00:00+02:00,0.0,1.101,22.9,0.0,0.167
2025-07-08 05:00:00+02:00,0.0,0.767,22.4,0.0,0.208
2025-07-08 06:00:00+02:00,0.0,0.372,20.1,0.0,0.25
2025-07-08 07:00:00+02:00,0.003,0.357,18.4,1.0,0.292
2025-07-08 08:00:00+02:00,0.511,0.336,19.1,60.0,0.333
2025-07-08 09:00:00+02:00,1.871,0.362,21.5,208.0,0.375
2025-07-08 10:00:00+02:00,3.054,0.226,23.7,386.0,0.417
2025-07-08 11:00:00+02:00,3.734,0.279,25.4,560.0,0.458
2025-07-08 12:00:00+02:00,4.521,0.408,26.5,711.0,0.5
2025-07-08 13:00:00+02:00,4.421,0.636,27.2,826.0,0.542
2025-07-08 14:00:00+02:00,5.139,1.36,27.8,899.0,0.583
2025-07-08 15:00:00+02:00,4.445,1.436,28.1,917.0,0.625
2025-07-08 16:00:00+02:00,4.399,1.072,27.9,806.0,0.667
2025-07-08 17:00:00+02:00,3.647,1.292,26.5,747.0,0.708
2025-07-08 18:00:00+02:00,2.722,1.871,25.7,525.0,0.75
2025-07-08 19:00:00+02:00,1.58,2.067,25.2,449.0,0.792
2025-07-08 20:00:00+02:00,0.743,1.55,24.4,315.0,0.833
2025-07-08 21:00:00+02:00,0.23,1.951,23.8,119.0,0.875
2025-07-08 22:00:00+02:00,0.109,2.335,22.2,32.0,0.917
2025-07-08 23:00:00+02:00,0.002,1.107,21.4,0.0,0.958
2025-07-09 00:00:00+02:00,0.0,1.331,20.0,0.0,0.0
2025-07-09 01:00:00+02:00,0.0,1.235,19.1,0.0,0.042
2025-07-09 02:00:00+02:00,0.0,1.274,18.5,0.0,0.083
2025-07-09 03:00:00+02:00,0.0,1.338,17.2,0.0,0.125
2025-07-09 04:00:00+02:00,0.0,0.765,15.9,0.0,0.167
2025-07-09 05:00:00+02:00,0.0,0.451,15.2,0.0,0.208
2025-07-09 06:00:00+02:00,0.0,0.355,14.8,0.0,0.25
2025-07-09 07:00:00+02:00,0.006,0.254,14.6,1.0,0.292
2025-07-09 08:00:00+02:00,0.573,0.329,15.6,60.0,0.333
2025-07-09 09:00:00+02:00,1.99,0.462,17.3,209.0,0.375
2025-07-09 10:00:00+02:00,3.213,1.558,19.7,389.0,0.417
2025-07-09 11:00:00+02:00,4.1,0.361,21.7,566.0,0.458
2025-07-09 12:00:00+02:00,4.654,0.403,23.1,720.0,0.5
2025-07-09 13:00:00+02:00,5.001,0.896,24.2,837.0,0.542
2025-07-09 14:00:00+02:00,5.047,0.54,25.2,908.0,0.583
2025-07-09 15:00:00+02:00,4.762,0.509,25.9,925.0,0.625
2025-07-09 16:00:00+02:00,4.284,0.569,26.6,888.0,0.667
2025-07-09 17:00:00+02:00,3.649,0.725,26.0,798.0,0.708
2025-07-09 18:00:00+02:00,2.741,1.138,25.4,674.0,0.75
2025-07-09 19:00:00+02:00,1.517,0.893,24.9,516.0,0.792
2025-07-09 20:00:00+02:00,0.508,1.118,24.0,337.0,0.833
2025-07-09 21:00:00+02:00,0.197,1.241,22.4,168.0,0.875
2025-07-09 22:00:00+02:00,0.078,1.031,20.3,36.0,0.917
2025-07-09 23:00:00+02:00,0.001,1.255,19.4,0.0,0.958
2025-07-10 00:00:00+02:00,0.0,1.162,18.8,0.0,0.0
2025-07-10 01:00:00+02:00,0.0,0.712,18.6,0.0,0.042
2025-07-10 02:00:00+02:00,0.0,1.019,17.1,0.0,0.083
2025-07-10 03:00:00+02:00,0.0,0.515,15.9,0.0,0.125
2025-07-10 04:00:00+02:00,0.0,0.752,15.4,0.0,0.167
2025-07-10 05:00:00+02:00,0.0,0.272,14.9,0.0,0.208
2025-07-10 06:00:00+02:00,0.0,0.284,14.4,0.0,0.25
2025-07-10 07:00:00+02:00,0.003,0.347,14.1,1.0,0.292
2025-07-10 08:00:00+02:00,0.555,0.329,15.6,57.0,0.333
2025-07-10 09:00:00+02:00,1.909,0.428,18.5,202.0,0.375
2025-07-10 10:00:00+02:00,3.009,0.313,21.3,377.0,0.417
2025-07-10 11:00:00+02:00,3.928,0.326,24.0,551.0,0.458
2025-07-10 12:00:00+02:00,4.521,0.486,25.8,705.0,0.5
2025-07-10 13:00:00+02:00,4.831,0.594,27.2,823.0,0.542
2025-07-10 14:00:00+02:00,4.808,0.559,28.2,896.0,0.583
2025-07-10 15:00:00+02:00,4.623,0.722,28.9,897.0,0.625
2025-07-10 16:00:00+02:00,4.268,0.807,28.6,875.0,0.667
2025-07-10 17:00:00+02:00,3.544,0.436,27.9,784.0,0.708
2025-07-10 18:00:00+02:00,2.671,0.453,27.3,655.0,0.75
2025-07-10 19:00:00+02:00,1.459,0.382,26.5,508.0,0.792
2025-07-10 20:00:00+02:00,0.525,0.357,25.5,334.0,0.833
2025-07-10 21:00:00+02:00,0.208,0.349,23.9,165.0,0.875
2025-07-10 22:00:00+02:00,0.083,0.254,21.9,35.0,0.917
2025-07-10 23:00:00+02:00,0.001,0.384,20.5,0.0,0.958
2025-07-11 00:00:00+02:00,0.0,0.9,19.9,0.0,0.0
2025-07-11 01:00:00+02:00,0.0,0.656,19.2,0.0,0.042
2025-07-11 02:00:00+02:00,0.0,0.488,17.8,0.0,0.083
2025-07-11 03:00:00+02:00,0.0,0.525,16.7,0.0,0.125
2025-07-11 04:00:00+02:00,0.0,0.472,16.2,0.0,0.167
2025-07-11 05:00:00+02:00,0.0,0.395,15.8,0.0,0.208
2025-07-11 06:00:00+02:00,0.0,0.328,15.2,0.0,0.25
2025-07-11 07:00:00+02:00,0.003,0.313,14.9,0.0,0.292
2025-07-11 08:00:00+02:00,0.555,0.261,16.4,56.0,0.333
2025-07-11 09:00:00+02:00,1.814,0.458,18.9,200.0,0.375
2025-07-11 10:00:00+02:00,2.927,0.368,22.0,375.0,0.417
2025-07-11 11:00:00+02:00,3.84,1.042,24.7,549.0,0.458
2025-07-11 12:00:00+02:00,4.414,0.569,26.9,702.0,0.5
2025-07-11 13:00:00+02:00,4.699,0.508,28.6,819.0,0.542
2025-07-11 14:00:00+02:00,4.704,0.487,30.0,891.0,0.583
2025-07-11 15:00:00+02:00,4.544,0.432,29.9,911.0,0.625
2025-07-11 16:00:00+02:00,4.198,0.422,29.6,856.0,0.667
2025-07-11 17:00:00+02:00,3.513,0.455,29.0,775.0,0.708
2025-07-11 18:00:00+02:00,2.674,0.618,28.4,636.0,0.75
2025-07-11 19:00:00+02:00,1.414,0.578,27.8,499.0,0.792
2025-07-11 20:00:00+02:00,0.513,0.438,27.0,331.0,0.833
2025-07-11 21:00:00+02:00,0.199,0.509,25.3,161.0,0.875
2025-07-11 22:00:00+02:00,0.076,0.648,22.9,34.0,0.917
2025-07-11 23:00:00+02:00,0.001,0.436,21.5,0.0,0.958
2025-07-12 00:00:00+02:00,0.0,0.484,20.7,0.0,0.0
2025-07-12 01:00:00+02:00,0.0,1.872,20.1,0.0,0.042
2025-07-12 02:00:00+02:00,0.0,0.68,19.7,0.0,0.083
2025-07-12 03:00:00+02:00,0.0,0.744,18.6,0.0,0.125
2025-07-12 04:00:00+02:00,0.0,0.528,17.4,0.0,0.167
2025-07-12 05:00:00+02:00,0.0,0.348,16.4,0.0,0.208
2025-07-12 06:00:00+02:00,0.0,0.25,16.1,0.0,0.25
2025-07-12 07:00:00+02:00,0.002,0.327,15.8,0.0,0.292
2025-07-12 08:00:00+02:00,0.176,0.334,16.9,52.0,0.333
2025-07-12 09:00:00+02:00,1.315,0.466,19.7,192.0,0.375
2025-07-12 10:00:00+02:00,2.697,0.301,22.9,361.0,0.417
2025-07-12 11:00:00+02:00,3.208,0.387,25.1,510.0,0.458
2025-07-12 12:00:00+02:00,2.741,0.904,26.6,652.0,0.5
2025-07-12 13:00:00+02:00,3.074,0.357,27.4,744.0,0.542
2025-07-12 14:00:00+02:00,3.183,0.322,27.9,818.0,0.583
2025-07-12 15:00:00+02:00,3.174,0.306,28.3,823.0,0.625
2025-07-12 16:00:00+02:00,3.772,0.441,28.4,814.0,0.667
2025-07-12 17:00:00+02:00,3.2,0.518,28.6,770.0,0.708
2025-07-12 18:00:00+02:00,2.737,0.651,27.7,616.0,0.75
2025-07-12 19:00:00+02:00,1.052,0.604,27.3,453.0,0.792
2025-07-12 20:00:00+02:00,0.756,0.553,26.5,251.0,0.833
2025-07-12 21:00:00+02:00,0.42,0.43,25.6,97.0,0.875
2025-07-12 22:00:00+02:00,0.094,0.355,23.9,29.0,0.917
2025-07-12 23:00:00+02:00,0.0,0.341,22.7,0.0,0.958
2025-07-13 00:00:00+02:00,0.0,0.461,22.3,0.0,0.0
2025-07-13 01:00:00+02:00,0.0,0.602,21.7,0.0,0.042
2025-07-13 02:00:00+02:00,0.0,0.673,21.3,0.0,0.083
2025-07-13 03:00:00+02:00,0.0,0.64,20.6,0.0,0.125
2025-07-13 04:00:00+02:00,0.0,0.487,20.9,0.0,0.167
2025-07-13 05:00:00+02:00,0.0,0.425,20.5,0.0,0.208
2025-07-13 06:00:00+02:00,0.0,0.351,20.3,0.0,0.25
2025-07-13 07:00:00+02:00,0.002,0.322,19.7,0.0,0.292
2025-07-13 08:00:00+02:00,0.324,0.314,20.2,43.0,0.333
2025-07-13 09:00:00+02:00,0.301,0.43,21.9,131.0,0.375
2025-07-13 10:00:00+02:00,1.462,0.292,23.3,215.0,0.417
2025-07-13 11:00:00+02:00,1.069,0.361,24.0,308.0,0.458
2025-07-13 12:00:00+02:00,2.806,1.014,22.9,151.0,0.5
2025-07-13 13:00:00+02:00,0.27,0.766,22.9,481.0,0.542
2025-07-13 14:00:00+02:00,0.856,0.336,24.5,654.0,0.583
2025-07-13 15:00:00+02:00,4.961,0.635,22.3,316.0,0.625
2025-07-13 16:00:00+02:00,3.483,1.427,25.6,680.0,0.667
2025-07-13 17:00:00+02:00,2.1,0.314,26.0,563.0,0.708
2025-07-13 18:00:00+02:00,1.118,0.26,24.9,357.0,0.75
2025-07-13 19:00:00+02:00,1.372,0.3,24.7,384.0,0.792
2025-07-13 20:00:00+02:00,0.689,0.282,24.2,199.0,0.833
2025-07-13 21:00:00+02:00,0.238,0.262,22.7,79.0,0.875
2025-07-13 22:00:00+02:00,0.079,0.257,21.1,21.0,0.917
2025-07-13 23:00:00+02:00,0.001,0.283,21.1,0.0,0.958
2025-07-14 00:00:00+02:00,0.0,0.362,20.6,0.0,0.0
2025-07-14 01:00:00+02:00,0.0,0.354,19.9,0.0,0.042
2025-07-14 02:00:00+02:00,0.0,0.317,19.7,0.0,0.083
2025-07-14 03:00:00+02:00,0.0,0.314,19.2,0.0,0.125
2025-07-14 04:00:00+02:00,0.0,0.292,18.5,0.0,0.167
2025-07-14 05:00:00+02:00,0.0,0.295,18.1,0.0,0.208
2025-07-14 06:00:00+02:00,0.0,0.276,17.8,0.0,0.25
2025-07-14 07:00:00+02:00,0.002,0.3,17.6,0.0,0.292
2025-07-14 08:00:00+02:00,0.466,0.251,18.6,40.0,0.333
2025-07-14 09:00:00+02:00,1.628,0.35,20.4,136.0,0.375
2025-07-14 10:00:00+02:00,2.902,0.262,22.2,260.0,0.417
2025-07-14 11:00:00+02:00,3.822,0.401,24.2,470.0,0.458
2025-07-14 12:00:00+02:00,4.365,0.411,25.7,578.0,0.5
2025-07-14 13:00:00+02:00,4.54,0.379,26.7,679.0,0.542
2025-07-14 14:00:00+02:00,3.999,0.373,27.1,721.0,0.583
2025-07-14 15:00:00+02:00,4.624,0.394,27.2,767.0,0.625
2025-07-14 16:00:00+02:00,4.281,0.392,27.5,810.0,0.667
2025-07-14 17:00:00+02:00,3.553,0.354,27.2,782.0,0.708
2025-07-14 18:00:00+02:00,2.632,0.331,26.8,655.0,0.75
2025-07-14 19:00:00+02:00,1.391,0.297,25.7,495.0,0.792
2025-07-14 20:00:00+02:00,0.612,0.269,24.9,322.0,0.833
2025-07-14 21:00:00+02:00,0.213,0.258,23.9,156.0,0.875
2025-07-14 22:00:00+02:00,0.073,0.799,22.0,31.0,0.917
2025-07-14 23:00:00+02:00,0.0,0.344,21.1,0.0,0.958
2025-07-15 00:00:00+02:00,0.0,0.303,20.3,0.0,0.0
2025-07-15 01:00:00+02:00,0.0,0.28,20.0,0.0,0.042
2025-07-15 02:00:00+02:00,0.0,0.389,18.9,0.0,0.083
2025-07-15 03:00:00+02:00,0.0,0.33,18.3,0.0,0.125
2025-07-15 04:00:00+02:00,0.0,0.268,17.9,0.0,0.167
2025-07-15 05:00:00+02:00,0.0,0.301,17.8,0.0,0.208
2025-07-15 06:00:00+02:00,0.0,0.289,17.7,0.0,0.25
2025-07-15 07:00:00+02:00,0.003,0.293,17.6,0.0,0.292
2025-07-15 08:00:00+02:00,0.366,0.251,18.4,44.0,0.333
2025-07-15 09:00:00+02:00,1.687,0.388,20.5,155.0,0.375
2025-07-15 10:00:00+02:00,2.798,0.34,22.9,328.0,0.417
2025-07-15 11:00:00+02:00,3.648,0.395,25.2,525.0,0.458
2025-07-15 12:00:00+02:00,4.246,0.452,26.9,677.0,0.5
2025-07-15 13:00:00+02:00,4.56,0.39,28.4,794.0,0.542
2025-07-15 14:00:00+02:00,4.636,0.405,29.4,869.0,0.583
2025-07-15 15:00:00+02:00,4.522,0.414,29.8,887.0,0.625
2025-07-15 16:00:00+02:00,4.095,0.41,30.8,856.0,0.667
2025-07-15 17:00:00+02:00,3.502,0.382,30.0,776.0,0.708
2025-07-15 18:00:00+02:00,2.599,0.445,29.1,635.0,0.75
2025-07-15 19:00:00+02:00,1.392,0.504,28.4,493.0,0.792
2025-07-15 20:00:00+02:00,0.539,0.407,26.9,318.0,0.833
2025-07-15 21:00:00+02:00,0.209,0.388,25.5,154.0,0.875
2025-07-15 22:00:00+02:00,0.07,0.543,23.8,30.0,0.917
2025-07-15 23:00:00+02:00,0.0,0.866,22.7,0.0,0.958
2025-07-16 00:00:00+02:00,0.0,0.462,22.0,0.0,0.0
2025-07-16 01:00:00+02:00,0.0,0.435,21.8,0.0,0.042
2025-07-16 02:00:00+02:00,0.0,0.34,21.5,0.0,0.083
2025-07-16 03:00:00+02:00,0.0,0.373,21.4,0.0,0.125
2025-07-16 04:00:00+02:00,0.0,0.367,20.7,0.0,0.167
2025-07-16 05:00:00+02:00,0.0,0.331,20.7,0.0,0.208
2025-07-16 06:00:00+02:00,0.0,0.33,20.8,0.0,0.25
2025-07-16 07:00:00+02:00,0.001,0.32,20.6,0.0,0.292
2025-07-16 08:00:00+02:00,0.174,0.309,21.2,29.0,0.333
2025-07-16 09:00:00+02:00,1.203,0.452,22.5,127.0,0.375
2025-07-16 10:00:00+02:00,2.679,1.336,24.7,286.0,0.417
2025-07-16 11:00:00+02:00,3.606,1.248,26.5,465.0,0.458
2025-07-16 12:00:00+02:00,4.279,1.001,28.3,651.0,0.5
2025-07-16 13:00:00+02:00,4.53,0.425,29.5,771.0,0.542
2025-07-16 14:00:00+02:00,3.76,0.428,30.5,855.0,0.583
2025-07-16 15:00:00+02:00,4.568,0.583,31.1,883.0,0.625
2025-07-16 16:00:00+02:00,3.95,0.819,30.8,742.0,0.667
2025-07-16 17:00:00+02:00,3.403,0.887,30.0,734.0,0.708
2025-07-16 18:00:00+02:00,2.575,0.339,29.4,609.0,0.75
2025-07-16 19:00:00+02:00,1.403,0.298,28.7,474.0,0.792
